Name,Revenue_2022,Revenue(% change)_2022,Profits in millions_2022,Market value_2022,Employees_2022,Revenue_2021,Revenue(% change)_2021,Profits in millions_2021,Market value_2021,Employees_2021,Sector,City,State,Ceo_woman
Camping World Holdings,6913.8,26.9,278.5,2664.6,"12,834",5446.6,0.113,122.3,3452.5,11427,Retailing,Lincolnshire,IL,no
Ingredion,6894.0,15.1,117.0,5814.2,"12,000",5987.0,-0.036,348.0,6034.6,12000,"Food, Beverages & Tobacco",Westchester,IL,no
Veritiv,6850.5,8.0,144.6,2008.0,"6,100",6345.6,-0.172,34.2,679.5,6400,Wholesalers,Atlanta,GA,no
Beacon Roofing Supply,6820.4,-1.8,243.0,4175.9,"6,676",6943.9,-0.023,-80.9,3631.4,7582,Wholesalers,Herndon,VA,no
Diamondback Energy,6797.0,141.6,2182.0,24320.0,870,2813.0,-0.29,-4517.0,13288.7,732,Energy,Midland,TX,no
Academy Sports and Outdoors,6773.1,19.1,671.4,3433.5,"16,508",5689.2,0.178,308.8,2459.2,16500,Retailing,Katy,TX,no
Sanmina,6756.6,-2.9,269.0,2569.0,"33,500",6960.4,-0.155,139.7,2686.7,33500,Technology,San Jose,CA,no
ON Semiconductor,6739.8,28.3,1009.6,27078.7,"31,650",5255.0,-0.048,234.2,17138.4,32750,Technology,Phoenix,AZ,no
Commercial Metals,6729.8,22.9,412.9,5056.7,"11,089",5476.5,-0.06,279.5,3716.5,11297,Materials,Irving,TX,yes
EnLink Midstream,6685.9,71.7,22.4,4670.6,"1,073",3893.8,-0.357,-421.5,2102.3,1069,Energy,Dallas,TX,no
Southwestern Energy,6667.0,188.9,-25.0,7989.7,938,2308.0,-0.24,-3112.0,3136.2,900,Energy,Spring,TX,no
Equinix,6635.5,10.6,500.2,67280.5,"10,944",5998.5,0.078,369.8,60679.1,10013,Financials,Redwood City,CA,no
Regions Financial,6605.0,-0.8,2521.0,20860.9,"19,626",6655.0,-0.015,1094.0,19847.5,19406,Financials,Birmingham,AL,no
Yum Brands,6584.0,16.5,1575.0,34252.9,"25,650",5652.0,0.01,904.0,32460.0,38000,"Hotels, Restaurants & Leisure",Louisville,KY,no
Landstar System,6540.4,58.1,381.5,5600.0,"1,399",4136.4,0.011,192.1,6339.7,1320,Transportation,Jacksonville,FL,no
CF Industries Holdings,6538.3,58.5,917.1,21551.3,"3,003",4124.1,-0.102,317.0,9732.1,3038,Chemicals,Deerfield,IL,no
Northern Trust,6488.3,3.0,1545.3,24215.1,"21,100",6301.1,-0.086,1209.3,21854.2,20900,Financials,Chicago,IL,no
Robert Half International,6461.4,26.5,598.6,12638.1,"14,600",5109.0,-0.159,306.3,8831.7,13000,Business Services,Menlo Park,CA,no
Hasbro,6420.4,17.5,428.7,11383.6,"6,640",5465.4,0.158,222.5,13202.2,6822,Household Products,Pawtucket,RI,no
Roper Technologies,6415.8,16.1,1152.6,49868.8,"19,300",5527.1,0.03,949.7,42326.3,18400,Technology,Sarasota,FL,no
ARKO,6412.6,88.1,59.2,1133.9,"11,236",3409.4,-0.06,13.2,1236.8,10380,Retailing,Richmond,VA,no
Ameren,6394.0,10.4,990.0,24198.7,"9,116",5794.0,-0.02,871.0,20780.2,9183,Energy,St. Louis,MO,no
O-I Glass,6357.0,4.4,149.0,2058.0,"24,000",6091.0,-0.09,249.0,2327.1,25000,Materials,Perrysburg,OH,no
Chemours,6345.0,27.7,608.0,5015.0,"6,400",4969.0,-0.101,219.0,4610.6,6500,Chemicals,Wilmington,DE,no
Crown Castle International,6340.0,8.6,1096.0,79937.3,"5,000",5840.0,0.013,1056.0,74392.4,4900,Financials,Houston,TX,no
Agilent Technologies,6319.0,18.4,1210.0,39714.0,"17,000",5339.0,0.034,719.0,38739.2,16400,Technology,Santa Clara,CA,no
McCormick,6317.9,12.8,755.3,26754.0,"14,000",5601.3,0.047,747.4,23808.9,13000,"Food, Beverages & Tobacco",Hunt Valley,MD,no
Skechers U.S.A.,6310.2,36.8,741.5,6360.4,"8,950",4613.4,-0.12,98.6,6579.6,8800,Apparel,Manhattan Beach,CA,no
Watsco,6280.2,24.2,418.9,11842.6,"6,875",5054.9,0.06,269.6,10068.2,5800,Wholesalers,Miami,FL,no
Live Nation Entertainment,6268.4,236.8,-650.9,26425.0,"16,200",1861.2,-0.839,-1724.5,18457.7,8200,Media,Beverly Hills,CA,no
ABM Industries,6228.6,4.0,126.3,3078.7,"124,000",5987.6,-0.079,0.3,3422.2,114000,Business Services,New York,NY,no
Post Holdings,6226.7,9.3,166.7,4284.4,"10,735",5698.7,0.003,0.8,6804.9,10200,"Food, Beverages & Tobacco",St. Louis,MO,no
Moody's,6218.0,15.8,2214.0,62548.1,"13,460",5371.0,0.112,1778.0,55884.8,11490,Business Services,New York,NY,no
Select Medical Holdings,6204.5,12.2,402.2,3208.6,"43,200",5531.7,0.014,259.0,4598.0,42350,Health Care,Mechanicsburg,PA,no
Alaska Air Group,6176.0,73.2,478.0,7314.3,"21,691",3566.0,-0.594,-1324.0,8608.9,20677,Transportation,Seattle,WA,no
Big Lots,6150.6,-0.8,177.8,988.1,"23,350",6199.2,0.165,629.2,2394.3,23900,Retailing,Columbus,OH,no
Amkor Technology,6138.3,21.5,643.0,5313.0,"30,400",5050.6,0.246,338.1,5769.6,29050,Technology,Tempe,AZ,no
Sinclair Broadcast Group,6134.0,3.2,-414.0,2008.1,"11,500",5943.0,0.402,-2414.0,2167.0,11600,Media,Hunt Valley,MD,no
RPM International,6106.3,10.9,502.6,10560.8,"15,490",5507.0,-0.01,304.4,11949.9,14621,Chemicals,Medina,OH,no
M&T Bank,6105.8,-2.8,1858.7,21875.0,"17,342",6281.2,-0.095,1353.2,19502.2,17046,Financials,Buffalo,NY,no
Sprouts Farmers Market,6099.9,-5.7,244.2,3546.8,"31,000",6468.8,0.148,287.5,3139.9,33000,Food & Drug Stores,Phoenix,AZ,no
Huntington Bancshares,6080.0,16.1,1295.0,21123.4,"18,442",5238.0,-0.074,817.0,16071.9,15578,Financials,Columbus,OH,no
CACI International,6044.1,5.7,457.4,7051.2,"22,000",5720.0,0.147,321.5,6223.5,22900,Technology,Reston,VA,no
JetBlue Airways,6037.0,104.2,-182.0,4786.9,"17,459",2957.0,-0.635,-1354.0,6440.4,18485,Transportation,Long Island City,NY,no
SVB Financial Group,6027.0,47.7,1833.0,32901.0,"6,567",4081.8,0.156,1208.4,26602.6,4461,Financials,Santa Clara,CA,no
Fastenal,6010.9,6.4,925.0,34187.9,"18,370",5647.3,0.059,859.1,28877.9,20365,Wholesalers,Winona,MN,no
GameStop,6010.7,18.1,-381.3,12716.6,"22,500",5089.8,-0.213,-215.3,13275.2,22000,Retailing,Grapevine,TX,no
Knight-Swift Transportation Holdings,5998.0,28.3,743.4,8386.0,"27,650",4673.9,-0.035,410.0,7966.1,22800,Transportation,Phoenix,AZ,no
Airbnb,5991.8,77.4,-352.0,110419.9,"6,132",3378.2,-0.297,-4584.7,114349.2,5597,Technology,San Francisco,CA,no
Patterson,5912.1,7.7,156.0,3160.0,"7,800",5490.0,-0.015,-588.4,3087.5,7800,Health Care,St. Paul,MN,no
ServiceNow,5896.0,30.5,230.0,111378.0,"16,881",4519.5,0.306,118.5,98071.6,13096,Technology,Santa Clara,CA,no
Nasdaq,5886.0,4.6,1187.0,29298.2,"5,814",5627.0,0.32,933.0,24300.8,4830,Financials,New York,NY,yes
Brunswick,5846.2,34.5,593.3,6197.3,"18,582",4347.5,-0.046,372.7,7436.2,14382,Transportation,Mettawa,IL,no
Resideo Technologies,5846.0,15.3,242.0,3455.8,"13,300",5071.0,0.017,37.0,4043.7,14700,Materials,Scottsdale,AZ,no
Petco Health and Wellness,5807.1,18.0,164.4,5930.2,"28,495",4920.2,0.11,-26.5,6692.4,27081,Retailing,San Diego,CA,no
Kemper,5793.0,11.3,-120.5,3606.0,"10,300",5205.7,0.033,409.9,5229.2,9500,Financials,Chicago,IL,no
Hilton Worldwide Holdings,5788.0,34.4,410.0,42356.6,"142,000",4307.0,-0.544,-715.0,33568.3,141000,"Hotels, Restaurants & Leisure",McLean,VA,no
Cerner,5764.8,4.7,555.6,27492.2,"25,150",5505.8,-0.033,780.1,22016.4,26400,Health Care,North Kansas City,MO,no
Levi Strauss,5763.9,29.5,553.5,7874.7,"16,600",4452.6,-0.227,-127.1,9559.8,14800,Apparel,San Francisco,CA,no
Tapestry,5746.3,15.8,834.2,9807.2,"14,250",4961.4,-0.177,-652.1,11449.7,14850,Apparel,New York,NY,yes
NetApp,5744.0,6.1,730.0,18470.5,"11,000",5412.0,-0.119,819.0,16176.4,10800,Technology,San Jose,CA,no
KB Home,5724.9,36.9,564.7,2858.1,"2,244",4183.2,-0.081,296.2,4268.0,1776,Engineering & Construction,Los Angeles,CA,no
Continental Resources,5719.3,121.1,1661.0,22342.4,"1,254",2586.5,-0.442,-596.9,9447.6,1201,Energy,Oklahoma City,OK,no
Intuitive Surgical,5710.1,31.0,1704.6,108361.9,"9,793",4358.4,-0.027,1060.6,87474.3,8081,Health Care,Sunnyvale,CA,no
Under Armour,5683.5,27.0,360.1,7712.4,"12,300",4474.7,-0.15,-549.2,9161.9,11800,Apparel,Baltimore,MD,no
MDU Resources Group,5680.7,2.7,378.1,5419.3,"12,826",5532.8,0.037,390.2,6359.8,12994,Energy,Bismarck,ND,no
Silgan Holdings,5677.1,15.3,359.1,5104.3,"15,720",4921.9,0.096,308.7,4625.7,15610,Materials,Stamford,CT,no
Ryerson Holding,5675.3,63.7,294.3,1344.6,"4,000",3466.6,-0.23,-65.8,649.5,3900,Materials,Chicago,IL,no
Ingersoll Rand,5655.2,15.2,562.5,20541.2,"16,000",4910.2,1.003,-33.3,20607.4,15900,Industrials,Davidson,NC,no
Hologic,5632.3,49.1,1871.5,19305.1,"6,705",3776.4,0.121,1115.2,19164.9,5814,Health Care,Marlborough,MA,no
Electronic Arts,5629.0,1.7,837.0,35577.4,"11,000",5537.0,0.119,3039.0,38935.9,9800,Media,Redwood City,CA,no
Zebra Technologies,5627.0,26.5,837.0,21959.1,"9,800",4448.0,-0.008,504.0,25941.3,8800,Industrials,Lincolnshire,IL,no
Coty,5616.2,-16.6,-201.3,7540.6,"11,430",6737.9,-0.221,-1006.7,6908.8,18260,Household Products,New York,NY,yes
Schneider National,5608.7,23.2,405.4,4551.6,"17,050",4552.8,-0.041,211.7,4461.0,15225,Transportation,Green Bay,WI,no
Sonoco Products,5590.4,6.7,-85.5,6099.1,"20,500",5237.4,-0.025,207.5,6367.8,20000,Materials,Hartsville,SC,no
Evergy,5586.7,13.7,879.7,15512.7,"4,930",4913.4,-0.046,618.3,13512.9,5133,Energy,Kansas City,MO,no
Cornerstone Building Brands,5583.1,20.9,665.9,3088.7,"21,700",4617.4,-0.056,-482.8,1757.4,20230,Materials,Cary,NC,yes
Coca-Cola Consolidated,5562.7,11.1,189.6,4657.3,"15,050",5007.4,0.037,172.5,2706.9,14900,"Food, Beverages & Tobacco",Charlotte,NC,no
Greif,5556.1,23.1,390.7,3134.0,"16,000",4515.0,-0.017,108.8,2771.7,16000,Materials,Delaware,OH,no
Vulcan Materials,5552.2,14.3,670.8,24412.7,"11,912",4856.8,-0.015,584.5,22387.0,8847,Materials,Birmingham,AL,no
Ametek,5546.5,22.2,990.1,30787.3,"18,500",4540.0,-0.12,872.4,29480.1,16500,Technology,Berwyn,PA,no
Monster Beverage,5541.4,20.5,1377.5,42295.8,"3,775",4598.6,0.095,1409.6,48108.0,3340,"Food, Beverages & Tobacco",Corona,CA,no
Sealed Air,5533.8,12.9,506.8,9920.7,"16,500",4903.2,0.023,502.9,7098.4,16500,Materials,Charlotte,NC,no
NOV,5524.0,-9.3,-250.0,7700.2,"27,043",6090.0,-0.282,-2542.0,5326.3,27631,Energy,Houston,TX,no
Las Vegas Sands,5505.0,52.4,-961.0,29696.4,"44,600",3612.0,-0.737,-1685.0,46412.4,46000,"Hotels, Restaurants & Leisure",Las Vegas,NV,no
Martin Marietta Materials,5493.2,16.1,702.5,24015.1,"10,000",4729.9,-0.002,721.0,20917.1,8700,Materials,Raleigh,NC,no
Marathon Oil,5467.0,77.2,946.0,18349.5,"1,531",3086.0,-0.405,-1451.0,8427.3,1672,Energy,Houston,TX,no
Mattel,5457.7,19.1,903.0,7823.3,"36,300",4583.7,0.018,126.6,6935.5,32100,Household Products,El Segundo,CA,no
Microchip Technology,5438.4,3.1,349.4,41777.1,"19,500",5274.2,-0.014,570.6,41794.8,18000,Technology,Chandler,AZ,no
Harley-Davidson,5336.3,31.6,650.0,6062.9,"5,800",4054.4,-0.244,1.3,6147.9,5150,Transportation,Milwaukee,WI,no
Telephone & Data Systems,5329.0,2.0,156.0,2163.4,"8,800",5225.0,0.009,226.0,2625.8,9200,Telecommunications,Chicago,IL,no
ADT,5307.1,-0.1,-340.8,6843.0,"25,000",5314.8,0.037,-632.2,6893.6,20500,Business Services,Boca Raton,FL,no
First Republic Bank,5305.0,17.7,1478.0,29113.6,"6,295",4506.9,0.084,1064.2,29390.0,5483,Financials,San Francisco,CA,no
Warner Music Group,5301.0,18.8,304.0,19485.7,"5,900",4463.0,-0.003,-475.0,17657.7,5500,Media,New York,NY,no
Pool,5295.6,34.5,650.6,16967.1,"5,650",3936.6,0.23,366.7,13863.5,4750,Wholesalers,Covington,LA,no
Old Dominion Freight Line,5256.3,30.9,1034.4,34307.5,"23,663",4015.1,-0.023,672.7,28112.9,19779,Transportation,Thomasville,NC,no
Fortive,5254.7,13.4,608.4,21877.9,"18,000",4634.4,-0.367,1613.3,23881.5,17000,Industrials,Everett,WA,no
MDC Holdings,5254.7,34.7,573.7,2692.7,"2,080",3901.2,0.185,367.6,4160.3,1773,Engineering & Construction,Denver,CO,no
NGL Energy Partners,5243.2,-73.5,-639.8,288.6,997,19770.9,-0.179,-397.0,263.5,1400,Energy,Tulsa,OK,no
Edwards Lifesciences,5232.5,19.3,1503.1,73141.4,"15,700",4386.3,0.009,823.4,52027.1,14900,Health Care,Irvine,CA,no
Hanover Insurance Group,5227.8,8.3,418.7,5317.9,"4,400",4827.3,-0.014,358.7,4709.8,4300,Financials,Worcester,MA,no
Syneos Health,5213.0,18.1,234.8,8436.7,"27,443",4415.8,-0.056,192.8,7905.1,24386,Health Care,Morrisville,NC,yes
Xylem,5195.0,6.5,427.0,15354.7,"16,700",4876.0,-0.071,254.0,18932.7,16150,Industrials,Washington,DC,no
Church & Dwight,5190.1,6.0,827.5,24119.1,"5,100",4895.8,0.123,785.9,21408.4,5100,Household Products,Ewing,NJ,no
American Axle & Manufacturing,5156.6,9.5,5.9,888.3,"18,000",4710.8,-0.279,-561.3,1100.4,20000,Motor Vehicles & Parts,Detroit,MI,no
Meritage Homes,5141.3,14.2,737.4,2907.3,"1,773",4501.2,0.228,423.5,3448.1,1570,Engineering & Construction,Scottsdale,AZ,no
Workday,5138.8,19.0,29.4,60583.4,"15,200",4318.0,0.19,-282.4,60368.5,12500,Technology,Pleasanton,CA,no
Rush Enterprises,5126.1,8.2,241.4,2788.5,"7,141",4735.9,-0.185,114.9,2685.6,6307,Retailing,New Braunfels,TX,no
Yellow,5121.8,13.5,-109.1,360.3,"32,000",4513.7,-0.073,-53.5,449.9,30000,Transportation,Nashville,TN,no
Encompass Health,5121.6,10.3,412.2,7071.1,"35,681",4644.4,0.009,284.2,8129.9,35536,Health Care,Birmingham,AL,no
Simon Property Group,5116.8,11.1,2249.6,43197.8,"2,850",4607.5,-0.199,1112.6,37338.1,2850,Financials,Indianapolis,IN,no
